Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,avg_temp
Sri Lanka,Maize,2006,14853,1712.0,26.56
Sri Lanka,Plantains,2006,103250,1712.0,26.56
Sri Lanka,Potatoes,2006,148094,1712.0,26.56
Sri Lanka,Rice,2006,36705,1712.0,26.56
Sri Lanka,Sorghum,2006,8500,1712.0,26.56
Sri Lanka,Soybeans,2006,16873,1712.0,26.56
Sri Lanka,Sweet potatoes,2006,62586,1712.0,26.56
Sri Lanka,Cassava,2007,97487,1712.0,26.57
Sri Lanka,Maize,2007,16508,1712.0,26.57
Sri Lanka,Plantains,2007,104962,1712.0,26.57
Sri Lanka,Potatoes,2007,145197,1712.0,26.57
Sri Lanka,Rice,2007,38337,1712.0,26.57
Sri Lanka,Sorghum,2007,10000,1712.0,26.57
Sri Lanka,Soybeans,2007,16783,1712.0,26.57
Sri Lanka,Sweet potatoes,2007,75283,1712.0,26.57
Sri Lanka,Cassava,2008,100556,1712.0,26.42
Sri Lanka,Maize,2008,26337,1712.0,26.42
Sri Lanka,Plantains,2008,111141,1712.0,26.42
Sri Lanka,Potatoes,2008,145282,1712.0,26.42
Sri Lanka,Rice,2008,36800,1712.0,26.42
Sri Lanka,Sorghum,2008,12353,1712.0,26.42
Sri Lanka,Soybeans,2008,24048,1712.0,26.42
Sri Lanka,Sweet potatoes,2008,81252,1712.0,26.42
Sri Lanka,Cassava,2009,116401,1712.0,26.67
Sri Lanka,Maize,2009,25515,1712.0,26.67
Sri Lanka,Plantains,2009,106511,1712.0,26.67
Sri Lanka,Potatoes,2009,149034,1712.0,26.67
Sri Lanka,Rice,2009,38748,1712.0,26.67
Sri Lanka,Sorghum,2009,12857,1712.0,26.67
Sri Lanka,Soybeans,2009,22831,1712.0,26.67
Sri Lanka,Sweet potatoes,2009,78783,1712.0,26.67
Sri Lanka,Cassava,2010,120631,1712.0,26.83
Sri Lanka,Maize,2010,28061,1712.0,26.83
Sri Lanka,Plantains,2010,109294,1712.0,26.83
Sri Lanka,Potatoes,2010,135234,1712.0,26.83
Sri Lanka,Rice,2010,40558,1712.0,26.83
Sri Lanka,Sorghum,2010,12500,1712.0,26.83
Sri Lanka,Soybeans,2010,16711,1712.0,26.83
Sri Lanka,Sweet potatoes,2010,79014,1712.0,26.83
Sri Lanka,Cassava,2011,120967,1712.0,26.65
Sri Lanka,Maize,2011,27262,1712.0,26.65
Sri Lanka,Plantains,2011,112892,1712.0,26.65
Sri Lanka,Potatoes,2011,132500,1712.0,26.65
Sri Lanka,Rice,2011,35699,1712.0,26.65
Sri Lanka,Sorghum,2011,12857,1712.0,26.65
Sri Lanka,Soybeans,2011,15673,1712.0,26.65
Sri Lanka,Sweet potatoes,2011,81641,1712.0,26.65
Sri Lanka,Cassava,2012,121660,1712.0,26.88
Sri Lanka,Maize,2012,34187,1712.0,26.88
Sri Lanka,Plantains,2012,120475,1712.0,26.88
Sri Lanka,Potatoes,2012,155269,1712.0,26.88
Sri Lanka,Rice,2012,36057,1712.0,26.88
Sri Lanka,Sorghum,2012,12857,1712.0,26.88
Sri Lanka,Soybeans,2012,10987,1712.0,26.88
Sri Lanka,Sweet potatoes,2012,78499,1712.0,26.88
Sri Lanka,Cassava,2013,126527,1712.0,27.03
Sri Lanka,Maize,2013,30868,1712.0,27.03
Sri Lanka,Plantains,2013,114222,1712.0,27.03
Sri Lanka,Potatoes,2013,153210,1712.0,27.03
Sri Lanka,Rice,2013,38897,1712.0,27.03
Sri Lanka,Sorghum,2013,14227,1712.0,27.03
Sri Lanka,Soybeans,2013,16955,1712.0,27.03
Sri Lanka,Sweet potatoes,2013,93002,1712.0,27.03
Sudan,Maize,2012,16634,1712.0,26.42
Sudan,Maize,2012,16634,1712.0,29.96
Sudan,Potatoes,2012,166663,1712.0,26.42
Sudan,Potatoes,2012,166663,1712.0,29.96
Sudan,Rice,2012,31746,1712.0,26.42
Sudan,Rice,2012,31746,1712.0,29.96
Sudan,Sorghum,2012,5481,1712.0,26.42
Sudan,Sorghum,2012,5481,1712.0,29.96
Sudan,Sweet potatoes,2012,214286,1712.0,26.42
Sudan,Sweet potatoes,2012,214286,1712.0,29.96
Sudan,Wheat,2012,17297,1712.0,26.42
Sudan,Wheat,2012,17297,1712.0,29.96
Sudan,Yams,2012,19737,1712.0,26.42
Sudan,Yams,2012,19737,1712.0,29.96
Sudan,Maize,2013,15997,1712.0,26.84
Sudan,Maize,2013,15997,1712.0,30.65
Sudan,Potatoes,2013,166669,1712.0,26.84
Sudan,Potatoes,2013,166669,1712.0,30.65
Sudan,Rice,2013,33060,1712.0,26.84
Sudan,Rice,2013,33060,1712.0,30.65
Sudan,Sorghum,2013,6390,1712.0,26.84
Sudan,Sorghum,2013,6390,1712.0,30.65
Sudan,Sweet potatoes,2013,213626,1712.0,26.84
Sudan,Sweet potatoes,2013,213626,1712.0,30.65
Sudan,Wheat,2013,19534,1712.0,26.84
Sudan,Wheat,2013,19534,1712.0,30.65
Sudan,Yams,2013,21053,1712.0,26.84
Sudan,Yams,2013,21053,1712.0,30.65
Suriname,Cassava,2000,158385,2331.0,26.86
Suriname,Maize,2000,19048,2331.0,26.86
Suriname,Plantains,2000,217379,2331.0,26.86
Suriname,Rice,2000,38970,2331.0,26.86
Suriname,Soybeans,2000,7353,2331.0,26.86
Suriname,Sweet potatoes,2000,128000,2331.0,26.86
Suriname,Cassava,2001,197585,2331.0,27.12
Suriname,Maize,2001,19444,2331.0,27.12
Suriname,Rice,2001,37671,2331.0,27.12
Suriname,Soybeans,2001,8333,2331.0,27.12
Suriname,Sweet potatoes,2001,128462,2331.0,27.12
Suriname,Cassava,2002,187244,2331.0,27.14
Suriname,Maize,2002,19677,2331.0,27.14
Suriname,Rice,2002,39227,2331.0,27.14
Suriname,Soybeans,2002,9051,2331.0,27.14
Suriname,Sweet potatoes,2002,142308,2331.0,27.14
Suriname,Cassava,2004,204878,2331.0,27.47
Suriname,Maize,2004,28077,2331.0,27.47
Suriname,Rice,2004,35596,2331.0,27.47
Suriname,Soybeans,2004,10000,2331.0,27.47
Suriname,Sweet potatoes,2004,126875,2331.0,27.47
Suriname,Cassava,2005,197619,2331.0,27.7
Suriname,Maize,2005,18421,2331.0,27.7
Suriname,Rice,2005,35984,2331.0,27.7
Suriname,Soybeans,2005,10000,2331.0,27.7
Suriname,Sweet potatoes,2005,148367,2331.0,27.7
Suriname,Cassava,2006,200000,2331.0,27.34
Suriname,Maize,2006,23000,2331.0,27.34
Suriname,Plantains,2006,200476,2331.0,27.34
Suriname,Rice,2006,41296,2331.0,27.34
Suriname,Soybeans,2006,10000,2331.0,27.34
Suriname,Sweet potatoes,2006,191628,2331.0,27.34
Suriname,Maize,2007,27222,2331.0,27.19
Suriname,Rice,2007,42534,2331.0,27.19
Suriname,Soybeans,2007,10000,2331.0,27.19
Suriname,Sweet potatoes,2007,161556,2331.0,27.19
Suriname,Maize,2008,22500,2331.0,27.22
Suriname,Rice,2008,41892,2331.0,27.22
Suriname,Soybeans,2008,8571,2331.0,27.22
Suriname,Sweet potatoes,2008,191220,2331.0,27.22
Suriname,Maize,2009,24000,2331.0,27.45
Suriname,Rice,2009,42092,2331.0,27.45
Suriname,Soybeans,2009,13750,2331.0,27.45
Suriname,Sweet potatoes,2009,140000,2331.0,27.45
Suriname,Maize,2010,23333,2331.0,27.7
Suriname,Rice,2010,42329,2331.0,27.7
Suriname,Soybeans,2010,14000,2331.0,27.7
Suriname,Sweet potatoes,2010,190417,2331.0,27.7
Suriname,Cassava,2011,228356,2331.0,27.42
Suriname,Maize,2011,22857,2331.0,27.42
Suriname,Rice,2011,41331,2331.0,27.42
Suriname,Soybeans,2011,8462,2331.0,27.42
Suriname,Sweet potatoes,2011,179630,2331.0,27.42
Suriname,Maize,2012,26364,2331.0,27.4
Suriname,Rice,2012,43622,2331.0,27.4
Suriname,Soybeans,2012,10000,2331.0,27.4
Suriname,Sweet potatoes,2012,185926,2331.0,27.4
Suriname,Maize,2013,24737,2331.0,27.17
Suriname,Rice,2013,44965,2331.0,27.17
Suriname,Soybeans,2013,10000,2331.0,27.17
Suriname,Sweet potatoes,2013,169487,2331.0,27.17
Sweden,Wheat,2000,59066,624.0,8.42
Sweden,Wheat,2001,59412,624.0,7.48
Sweden,Wheat,2002,61487,624.0,7.96
Sweden,Wheat,2004,59798,624.0,7.53
Sweden,Wheat,2005,63334,624.0,7.72
Sweden,Wheat,2006,54627,624.0,8.3
Sweden,Wheat,2007,62571,624.0,8.16
Sweden,Wheat,2008,61087,624.0,8.49
Sweden,Wheat,2009,60776,624.0,7.54
Sweden,Wheat,2010,53966,624.0,6.01
Sweden,Wheat,2011,53786,624.0,8.18
Sweden,Wheat,2012,62379,624.0,7.21
Sweden,Wheat,2013,57792,624.0,7.1
Switzerland,Maize,2000,96519,1537.0,8.54
Switzerland,Soybeans,2000,39391,1537.0,8.54
Switzerland,Wheat,2000,59477,1537.0,8.54
Switzerland,Maize,2001,89441,1537.0,7.82
Switzerland,Soybeans,2001,30713,1537.0,7.82
Switzerland,Wheat,2001,55116,1537.0,7.82
Switzerland,Maize,2002,92168,1537.0,8.42
Switzerland,Soybeans,2002,30243,1537.0,8.42
Switzerland,Wheat,2002,56340,1537.0,8.42
Switzerland,Maize,2004,96142,1537.0,7.67
Switzerland,Soybeans,2004,28446,1537.0,7.67
Switzerland,Wheat,2004,61177,1537.0,7.67
Switzerland,Maize,2005,96497,1537.0,7.49
Switzerland,Soybeans,2005,26350,1537.0,7.49
Switzerland,Wheat,2005,57316,1537.0,7.49
Switzerland,Maize,2006,84488,1537.0,8.19
Switzerland,Soybeans,2006,26667,1537.0,8.19
Switzerland,Wheat,2006,58130,1537.0,8.19
Switzerland,Maize,2007,101695,1537.0,8.43
Switzerland,Soybeans,2007,26052,1537.0,8.43
Switzerland,Wheat,2007,59803,1537.0,8.43
Switzerland,Maize,2008,97027,1537.0,7.98
Switzerland,Soybeans,2008,29087,1537.0,7.98
Switzerland,Wheat,2008,60014,1537.0,7.98
Switzerland,Maize,2009,104132,1537.0,8.15
Switzerland,Soybeans,2009,27076,1537.0,8.15
Switzerland,Wheat,2009,60214,1537.0,8.15
Switzerland,Maize,2010,84922,1537.0,7.06
Switzerland,Soybeans,2010,28298,1537.0,7.06
Switzerland,Wheat,2010,57490,1537.0,7.06
Switzerland,Maize,2011,114447,1537.0,8.68
Switzerland,Soybeans,2011,29386,1537.0,8.68
Switzerland,Wheat,2011,62952,1537.0,8.68
Switzerland,Maize,2012,108279,1537.0,7.96
Switzerland,Soybeans,2012,28111,1537.0,7.96
Switzerland,Wheat,2012,57763,1537.0,7.96
Switzerland,Maize,2013,100837,1537.0,7.94
Switzerland,Soybeans,2013,25252,1537.0,7.94
Switzerland,Wheat,2013,53834,1537.0,7.94
Tajikistan,Maize,2000,27011,691.0,8.78
Tajikistan,Potatoes,2000,119046,691.0,8.78
Tajikistan,Rice,2000,37900,691.0,8.78
Tajikistan,Sorghum,2000,14588,691.0,8.78
Tajikistan,Soybeans,2000,525,691.0,8.78
Tajikistan,Wheat,2000,11839,691.0,8.78
Tajikistan,Maize,2001,29515,691.0,9.16
Tajikistan,Potatoes,2001,132600,691.0,9.16
Tajikistan,Rice,2001,26100,691.0,9.16
Tajikistan,Sorghum,2001,13444,691.0,9.16
Tajikistan,Soybeans,2001,540,691.0,9.16
Tajikistan,Wheat,2001,13098,691.0,9.16
Tajikistan,Maize,2002,35117,691.0,8.63
Tajikistan,Potatoes,2002,158022,691.0,8.63
Tajikistan,Rice,2002,28523,691.0,8.63
Tajikistan,Sorghum,2002,12353,691.0,8.63
Tajikistan,Soybeans,2002,230,691.0,8.63
Tajikistan,Wheat,2002,17898,691.0,8.63
Tajikistan,Maize,2004,46811,691.0,9.24
Tajikistan,Potatoes,2004,183006,691.0,9.24
Tajikistan,Rice,2004,36408,691.0,9.24
Tajikistan,Sorghum,2004,17786,691.0,9.24
Tajikistan,Soybeans,2004,100,691.0,9.24
Tajikistan,Wheat,2004,19897,691.0,9.24
Tajikistan,Maize,2005,40471,691.0,8.61
Tajikistan,Potatoes,2005,196227,691.0,8.61
Tajikistan,Rice,2005,32844,691.0,8.61
Tajikistan,Sorghum,2005,12140,691.0,8.61
Tajikistan,Wheat,2005,19603,691.0,8.61
Tajikistan,Maize,2006,37740,691.0,8.97
Tajikistan,Potatoes,2006,198508,691.0,8.97
Tajikistan,Rice,2006,31415,691.0,8.97
Tajikistan,Sorghum,2006,14240,691.0,8.97
Tajikistan,Soybeans,2006,500,691.0,8.97
Tajikistan,Wheat,2006,19967,691.0,8.97
Tajikistan,Maize,2007,40109,691.0,8.69
Tajikistan,Potatoes,2007,218368,691.0,8.69
Tajikistan,Rice,2007,30707,691.0,8.69
Tajikistan,Sorghum,2007,16316,691.0,8.69
Tajikistan,Soybeans,2007,824,691.0,8.69
Tajikistan,Wheat,2007,23500,691.0,8.69
Tajikistan,Maize,2008,93985,691.0,8.29
Tajikistan,Rice,2008,52616,691.0,8.29
Tajikistan,Sorghum,2008,10687,691.0,8.29
Tajikistan,Soybeans,2008,112,691.0,8.29
Tajikistan,Wheat,2008,19866,691.0,8.29
Tajikistan,Maize,2009,98893,691.0,8.42
Tajikistan,Rice,2009,43558,691.0,8.42
Tajikistan,Sorghum,2009,8889,691.0,8.42
Tajikistan,Soybeans,2009,2459,691.0,8.42
Tajikistan,Wheat,2009,30343,691.0,8.42
Tajikistan,Maize,2010,120521,691.0,8.98
Tajikistan,Rice,2010,51740,691.0,8.98
Tajikistan,Sorghum,2010,17840,691.0,8.98
Tajikistan,Soybeans,2010,2156,691.0,8.98
Tajikistan,Wheat,2010,30159,691.0,8.98
Tajikistan,Maize,2011,121228,691.0,8.45
Tajikistan,Rice,2011,58186,691.0,8.45
Tajikistan,Sorghum,2011,7981,691.0,8.45
Tajikistan,Soybeans,2011,2688,691.0,8.45
Tajikistan,Wheat,2011,23359,691.0,8.45
Tajikistan,Maize,2012,125670,691.0,7.71
Tajikistan,Rice,2012,62517,691.0,7.71
Tajikistan,Sorghum,2012,29444,691.0,7.71
Tajikistan,Soybeans,2012,4000,691.0,7.71
Tajikistan,Wheat,2012,26758,691.0,7.71
Tajikistan,Maize,2013,124827,691.0,10.1
Tajikistan,Rice,2013,66592,691.0,10.1
Tajikistan,Sorghum,2013,34000,691.0,10.1
Tajikistan,Soybeans,2013,3273,691.0,10.1
Tajikistan,Wheat,2013,29735,691.0,10.1
Thailand,Cassava,2000,168570,1622.0,27.52
Thailand,Maize,2000,36715,1622.0,27.52
Thailand,Potatoes,2000,130776,1622.0,27.52
Thailand,Rice,2000,26128,1622.0,27.52
Thailand,Sorghum,2000,17302,1622.0,27.52
Thailand,Soybeans,2000,14531,1622.0,27.52
Thailand,Wheat,2000,7039,1622.0,27.52
Thailand,Cassava,2001,175324,1622.0,27.81
Thailand,Maize,2001,37329,1622.0,27.81
Thailand,Potatoes,2001,120904,1622.0,27.81
Thailand,Rice,2001,28739,1622.0,27.81
Thailand,Sorghum,2001,17356,1622.0,27.81
Thailand,Soybeans,2001,14775,1622.0,27.81
Thailand,Wheat,2001,7087,1622.0,27.81
Thailand,Cassava,2002,170694,1622.0,27.98
Thailand,Maize,2002,37145,1622.0,27.98
Thailand,Potatoes,2002,120717,1622.0,27.98
Thailand,Rice,2002,29338,1622.0,27.98
Thailand,Sorghum,2002,18430,1622.0,27.98
Thailand,Soybeans,2002,14863,1622.0,27.98
Thailand,Wheat,2002,7148,1622.0,27.98
Thailand,Cassava,2004,202778,1622.0,27.8
Thailand,Maize,2004,38587,1622.0,27.8
Thailand,Potatoes,2004,143224,1622.0,27.8
Thailand,Rice,2004,28895,1622.0,27.8
Thailand,Sorghum,2004,16770,1622.0,27.8
Thailand,Soybeans,2004,14905,1622.0,27.8
Thailand,Wheat,2004,7642,1622.0,27.8
Thailand,Cassava,2005,171804,1622.0,27.92
Thailand,Maize,2005,38161,1622.0,27.92
Thailand,Potatoes,2005,151076,1622.0,27.92
Thailand,Rice,2005,29974,1622.0,27.92
Thailand,Sorghum,2005,18904,1622.0,27.92
Thailand,Soybeans,2005,15838,1622.0,27.92
Thailand,Wheat,2005,7816,1622.0,27.92
Thailand,Cassava,2006,210910,1622.0,27.92
Thailand,Maize,2006,39356,1622.0,27.92
Thailand,Potatoes,2006,152815,1622.0,27.92
Thailand,Rice,2006,29503,1622.0,27.92
Thailand,Sorghum,2006,16446,1622.0,27.92
Thailand,Soybeans,2006,15787,1622.0,27.92
Thailand,Wheat,2006,7963,1622.0,27.92
Thailand,Cassava,2007,229223,1622.0,27.79
Thailand,Maize,2007,39295,1622.0,27.79
Thailand,Potatoes,2007,157503,1622.0,27.79
Thailand,Rice,2007,30441,1622.0,27.79
Thailand,Sorghum,2007,17545,1622.0,27.79
Thailand,Soybeans,2007,16114,1622.0,27.79
Thailand,Wheat,2007,8108,1622.0,27.79
Thailand,Cassava,2008,212548,1622.0,27.48
Thailand,Maize,2008,40748,1622.0,27.48
Thailand,Potatoes,2008,150459,1622.0,27.48
Thailand,Rice,2008,29974,1622.0,27.48
Thailand,Sorghum,2008,16776,1622.0,27.48
Thailand,Soybeans,2008,16180,1622.0,27.48
Thailand,Wheat,2008,8256,1622.0,27.48
Thailand,Cassava,2009,226781,1622.0,27.79
Thailand,Maize,2009,41780,1622.0,27.79
Thailand,Potatoes,2009,165948,1622.0,27.79
Thailand,Rice,2009,29079,1622.0,27.79
Thailand,Sorghum,2009,18930,1622.0,27.79
Thailand,Soybeans,2009,16694,1622.0,27.79
Thailand,Wheat,2009,8473,1622.0,27.79
Thailand,Cassava,2010,185730,1622.0,28.54
Thailand,Maize,2010,41799,1622.0,28.54
Thailand,Potatoes,2010,142016,1622.0,28.54
Thailand,Rice,2010,29921,1622.0,28.54
Thailand,Sorghum,2010,19175,1622.0,28.54
Thailand,Soybeans,2010,17695,1622.0,28.54
Thailand,Wheat,2010,8756,1622.0,28.54
Thailand,Cassava,2011,192995,1622.0,27.56
Thailand,Maize,2011,43297,1622.0,27.56
Thailand,Potatoes,2011,146421,1622.0,27.56
Thailand,Rice,2011,31867,1622.0,27.56
Thailand,Sorghum,2011,18436,1622.0,27.56
Thailand,Soybeans,2011,10841,1622.0,27.56
Thailand,Wheat,2011,9085,1622.0,27.56
Thailand,Cassava,2012,219133,1622.0,28.48
Thailand,Maize,2012,43225,1622.0,28.48
Thailand,Potatoes,2012,153378,1622.0,28.48
Thailand,Rice,2012,31865,1622.0,28.48
Thailand,Sorghum,2012,18814,1622.0,28.48
Thailand,Soybeans,2012,12897,1622.0,28.48
Thailand,Wheat,2012,8696,1622.0,28.48
Thailand,Cassava,2013,218232,1622.0,28.98
Thailand,Maize,2013,42242,1622.0,28.98
Thailand,Potatoes,2013,150014,1622.0,28.98
Thailand,Rice,2013,31463,1622.0,28.98
Thailand,Sorghum,2013,19061,1622.0,28.98
Thailand,Soybeans,2013,17308,1622.0,28.98
Thailand,Wheat,2013,12500,1622.0,28.98
Tunisia,Potatoes,2000,140097,207.0,19.76
Tunisia,Sorghum,2000,4316,207.0,19.76
Tunisia,Wheat,2000,11727,207.0,19.76
Tunisia,Potatoes,2001,154930,207.0,20.04
Tunisia,Sorghum,2001,4366,207.0,20.04
Tunisia,Wheat,2001,20000,207.0,20.04
Tunisia,Potatoes,2002,140399,207.0,19.74
Tunisia,Sorghum,2002,4404,207.0,19.74
Tunisia,Wheat,2002,14144,207.0,19.74
Tunisia,Potatoes,2004,154959,207.0,19.37
Tunisia,Sorghum,2004,4504,207.0,19.37
Tunisia,Wheat,2004,16634,207.0,19.37
Tunisia,Potatoes,2005,123604,207.0,19.12
Tunisia,Sorghum,2005,4551,207.0,19.12
Tunisia,Wheat,2005,16918,207.0,19.12
Tunisia,Potatoes,2006,146586,207.0,19.82
Tunisia,Sorghum,2006,4599,207.0,19.82
Tunisia,Wheat,2006,14941,207.0,19.82
Tunisia,Potatoes,2007,145418,207.0,19.71
Tunisia,Sorghum,2007,4646,207.0,19.71
Tunisia,Wheat,2007,18762,207.0,19.71
Tunisia,Potatoes,2008,149194,207.0,19.76
Tunisia,Sorghum,2008,4691,207.0,19.76
Tunisia,Wheat,2008,17174,207.0,19.76
Tunisia,Potatoes,2009,144321,207.0,19.64
Tunisia,Sorghum,2009,4733,207.0,19.64
Tunisia,Wheat,2009,21038,207.0,19.64
Tunisia,Potatoes,2010,155462,207.0,19.76
Tunisia,Sorghum,2010,4773,207.0,19.76
Tunisia,Wheat,2010,18923,207.0,19.76
Tunisia,Potatoes,2011,148760,207.0,19.53
Tunisia,Sorghum,2011,4810,207.0,19.53
Tunisia,Wheat,2011,20791,207.0,19.53
Tunisia,Potatoes,2012,150215,207.0,20.12
Tunisia,Sorghum,2012,5106,207.0,20.12
Tunisia,Wheat,2012,20203,207.0,20.12
Tunisia,Potatoes,2013,160417,207.0,20.0
Tunisia,Sorghum,2013,5106,207.0,20.0
Tunisia,Wheat,2013,14614,207.0,20.0
Turkey,Maize,2000,41605,593.0,19.33
Turkey,Maize,2000,41605,593.0,10.39
Turkey,Maize,2000,41605,593.0,12.03
Turkey,Maize,2000,41605,593.0,14.29
Turkey,Maize,2000,41605,593.0,17.97
Turkey,Rice,2000,60492,593.0,19.33
Turkey,Rice,2000,60492,593.0,10.39
Turkey,Rice,2000,60492,593.0,12.03
Turkey,Rice,2000,60492,593.0,14.29
Turkey,Rice,2000,60492,593.0,17.97
Turkey,Soybeans,2000,29667,593.0,19.33
Turkey,Soybeans,2000,29667,593.0,10.39
Turkey,Soybeans,2000,29667,593.0,12.03
Turkey,Soybeans,2000,29667,593.0,14.29
Turkey,Soybeans,2000,29667,593.0,17.97
Turkey,Wheat,2000,22928,593.0,19.33
Turkey,Wheat,2000,22928,593.0,10.39
Turkey,Wheat,2000,22928,593.0,12.03
Turkey,Wheat,2000,22928,593.0,14.29
Turkey,Wheat,2000,22928,593.0,17.97
Turkey,Maize,2001,40063,593.0,20.09
Turkey,Maize,2001,40063,593.0,12.32
Turkey,Maize,2001,40063,593.0,13.16
Turkey,Maize,2001,40063,593.0,15.11
Turkey,Maize,2001,40063,593.0,18.63
Turkey,Rice,2001,61017,593.0,20.09
Turkey,Rice,2001,61017,593.0,12.32
Turkey,Rice,2001,61017,593.0,13.16
Turkey,Rice,2001,61017,593.0,15.11
Turkey,Rice,2001,61017,593.0,18.63
Turkey,Soybeans,2001,33064,593.0,20.09
Turkey,Soybeans,2001,33064,593.0,12.32
Turkey,Soybeans,2001,33064,593.0,13.16
Turkey,Soybeans,2001,33064,593.0,15.11
Turkey,Soybeans,2001,33064,593.0,18.63
Turkey,Wheat,2001,20765,593.0,20.09
Turkey,Wheat,2001,20765,593.0,12.32
Turkey,Wheat,2001,20765,593.0,13.16
Turkey,Wheat,2001,20765,593.0,15.11
Turkey,Wheat,2001,20765,593.0,18.63
Turkey,Maize,2002,42163,593.0,19.54
Turkey,Maize,2002,42163,593.0,10.81
Turkey,Maize,2002,42163,593.0,12.24
Turkey,Maize,2002,42163,593.0,14.51
Turkey,Maize,2002,42163,593.0,18.18
Turkey,Rice,2002,60192,593.0,19.54
Turkey,Rice,2002,60192,593.0,10.81
Turkey,Rice,2002,60192,593.0,12.24
Turkey,Rice,2002,60192,593.0,14.51
Turkey,Rice,2002,60192,593.0,18.18
Turkey,Soybeans,2002,29412,593.0,19.54
Turkey,Soybeans,2002,29412,593.0,10.81
Turkey,Soybeans,2002,29412,593.0,12.24
Turkey,Soybeans,2002,29412,593.0,14.51
Turkey,Soybeans,2002,29412,593.0,18.18
Turkey,Wheat,2002,21006,593.0,19.54
Turkey,Wheat,2002,21006,593.0,10.81
Turkey,Wheat,2002,21006,593.0,12.24
Turkey,Wheat,2002,21006,593.0,14.51
Turkey,Wheat,2002,21006,593.0,18.18
Turkey,Maize,2004,55076,593.0,19.48
Turkey,Maize,2004,55076,593.0,10.99
Turkey,Maize,2004,55076,593.0,12.26
Turkey,Maize,2004,55076,593.0,14.23
Turkey,Maize,2004,55076,593.0,17.97
Turkey,Rice,2004,70010,593.0,19.48
Turkey,Rice,2004,70010,593.0,10.99
Turkey,Rice,2004,70010,593.0,12.26
Turkey,Rice,2004,70010,593.0,14.23
Turkey,Rice,2004,70010,593.0,17.97
Turkey,Sorghum,2004,23333,593.0,19.48
Turkey,Sorghum,2004,23333,593.0,10.99
Turkey,Sorghum,2004,23333,593.0,12.26
Turkey,Sorghum,2004,23333,593.0,14.23
Turkey,Sorghum,2004,23333,593.0,17.97
Turkey,Soybeans,2004,35714,593.0,19.48
Turkey,Soybeans,2004,35714,593.0,10.99
Turkey,Soybeans,2004,35714,593.0,12.26
Turkey,Soybeans,2004,35714,593.0,14.23
Turkey,Soybeans,2004,35714,593.0,17.97
Turkey,Wheat,2004,22658,593.0,19.48
Turkey,Wheat,2004,22658,593.0,10.99
Turkey,Wheat,2004,22658,593.0,12.26
Turkey,Wheat,2004,22658,593.0,14.23
Turkey,Wheat,2004,22658,593.0,17.97
Turkey,Maize,2005,70000,593.0,19.44
Turkey,Maize,2005,70000,593.0,11.24
Turkey,Maize,2005,70000,593.0,12.2
Turkey,Maize,2005,70000,593.0,14.23
Turkey,Maize,2005,70000,593.0,17.78
Turkey,Rice,2005,70664,593.0,19.44
Turkey,Rice,2005,70664,593.0,11.24
Turkey,Rice,2005,70664,593.0,12.2
Turkey,Rice,2005,70664,593.0,14.23
Turkey,Rice,2005,70664,593.0,17.78
Turkey,Sorghum,2005,23256,593.0,19.44
Turkey,Sorghum,2005,23256,593.0,11.24
Turkey,Sorghum,2005,23256,593.0,12.2
Turkey,Sorghum,2005,23256,593.0,14.23
Turkey,Sorghum,2005,23256,593.0,17.78
Turkey,Soybeans,2005,33721,593.0,19.44
Turkey,Soybeans,2005,33721,593.0,11.24
Turkey,Soybeans,2005,33721,593.0,12.2
Turkey,Soybeans,2005,33721,593.0,14.23
Turkey,Soybeans,2005,33721,593.0,17.78
Turkey,Wheat,2005,23309,593.0,19.44
Turkey,Wheat,2005,23309,593.0,11.24
Turkey,Wheat,2005,23309,593.0,12.2
Turkey,Wheat,2005,23309,593.0,14.23
Turkey,Wheat,2005,23309,593.0,17.78
Turkey,Maize,2006,72139,593.0,19.44
Turkey,Maize,2006,72139,593.0,11.12
Turkey,Maize,2006,72139,593.0,11.96
Turkey,Maize,2006,72139,593.0,14.11
Turkey,Maize,2006,72139,593.0,17.71
Turkey,Rice,2006,70273,593.0,19.44
Turkey,Rice,2006,70273,593.0,11.12
Turkey,Rice,2006,70273,593.0,11.96
Turkey,Rice,2006,70273,593.0,14.11
Turkey,Rice,2006,70273,593.0,17.71
Turkey,Sorghum,2006,26023,593.0,19.44
Turkey,Sorghum,2006,26023,593.0,11.12
Turkey,Sorghum,2006,26023,593.0,11.96
Turkey,Sorghum,2006,26023,593.0,14.11
Turkey,Sorghum,2006,26023,593.0,17.71
Turkey,Soybeans,2006,39688,593.0,19.44
Turkey,Soybeans,2006,39688,593.0,11.12
Turkey,Soybeans,2006,39688,593.0,11.96
Turkey,Soybeans,2006,39688,593.0,14.11
Turkey,Soybeans,2006,39688,593.0,17.71
Turkey,Wheat,2006,23595,593.0,19.44
Turkey,Wheat,2006,23595,593.0,11.12
Turkey,Wheat,2006,23595,593.0,11.96
Turkey,Wheat,2006,23595,593.0,14.11
Turkey,Wheat,2006,23595,593.0,17.71
Turkey,Maize,2007,68381,593.0,19.82
Turkey,Maize,2007,68381,593.0,11.87
Turkey,Maize,2007,68381,593.0,12.91
Turkey,Maize,2007,68381,593.0,14.98
Turkey,Maize,2007,68381,593.0,18.6
Turkey,Rice,2007,69084,593.0,19.82
Turkey,Rice,2007,69084,593.0,11.87
Turkey,Rice,2007,69084,593.0,12.91
